Company,Headline,Link
Tech Mahindra,Hold Tech Mahindra; target of Rs 1390: ICICI Securities,https://www.moneycontrol.com/news/business/stocks/hold-tech-mahindra-target-of-rs-1390-icici-securities-13897266.html
Tech Mahindra,"Tech Mahindra stock falls 2.5% after Q4 results, extends loss; brokerages divided on valuation",https://www.moneycontrol.com/news/business/stocks/tech-mahindra-stock-falls-2-5-after-q4-results-extends-loss-brokerages-divided-on-valuation-13897153.html
Tech Mahindra,Tech Mahindra on track to surpass average growth of top 4 peers in FY27: CEO Mohit Joshi,https://www.moneycontrol.com/news/business/information-technology/tech-mahindra-on-track-to-surpass-average-growth-of-top-4-peers-in-fy27-ceo-mohit-joshi-13896661.html
Tech Mahindra,"Tech Mahindra's headcount declines by 1,993 employees in Q4, attrition rate eases",https://www.moneycontrol.com/news/business/earnings/tech-mahindra-s-headcount-declines-by-1-993-employees-in-q4-attrition-rate-eases-13896313.html
Tech Mahindra,Q4 Results Highlights: Tata Communications net profit declines 75% at Rs 263 crore YoY,https://www.moneycontrol.com/news/business/markets/q4-results-live-tech-mahindra-trent-sbi-life-tata-communications-bccl-havells-india-delta-corp-earnings-share-price-apr-22-liveblog-13896102.html
Tech Mahindra,"Tech Mahindra stock price: Ahead of Q4 results, Tech Mahindra shares slide nearly 4%; all eyes on 'FY27 Vision'",https://www.moneycontrol.com/news/business/markets/tech-mahindra-stock-price-ahead-of-q4-results-tech-mahindra-shares-slide-nearly-4-all-eyes-on-fy27-vision-13895940.html
Tech Mahindra,'Not from any of our offices': Tech Mahindra rebuts 'Footwear Free Zone' during Ramzan claims at Mumbai's Goregaon campus,https://www.moneycontrol.com/news/business/not-from-any-of-our-offices-tech-mahindra-rebuts-footwear-free-zone-during-ramzan-claims-at-mumbai-s-goregaon-campus-13889205.html
Tech Mahindra,Indian IT firms face pricing pressures as AI deflation gets real in FY27,https://www.moneycontrol.com/news/business/information-technology/indian-it-firms-face-pricing-pressures-as-ai-deflation-gets-real-in-fy27-13884552.html
Tech Mahindra,"Trade Spotlight: How should you trade Laurus Labs, Schneider Electric, Welspun Corp, DCB Bank, Tech Mahindra, and others on April 8?",https://www.moneycontrol.com/news/business/markets/trade-spotlight-how-should-you-trade-laurus-labs-schneider-electric-welspun-corp-dcb-bank-tech-mahindra-and-others-on-april-8-13882933.html
Tech Mahindra,Accenture’s Q2 performance signals AI-driven growth for Indian IT firms,https://www.moneycontrol.com/news/business/information-technology/accenture-s-q2-performance-signals-ai-driven-growth-for-indian-it-firms-13865935.html
Tech Mahindra,"Stocks to Watch Today: Shree Cement, Varun Beverages, Swan Defence, Strides Pharma, Tech Mahindra, Wipro, Ceigall, Aurobindo Pharma in focus on 18 March",https://www.moneycontrol.com/news/business/markets/stocks-to-watch-today-shree-cement-varun-beverages-swan-defence-strides-pharma-tech-mahindra-wipro-ceigall-aurobindo-pharma-in-focus-on-18-march-13863511.html
Tech Mahindra,"'Want revenge': Tech Mahindra staffer fired over abusive video. 'Learn work ethics,' say netizens",https://www.moneycontrol.com/news/trends/i-want-revenge-tech-mahindra-employee-fired-after-sharing-abusive-video-learn-work-ethics-say-netizens-13852201.html
Tech Mahindra,Tech Mahindra launches 8-billion parameter Hindi-first education LLM at AI Impact Summit,https://www.moneycontrol.com/artificial-intelligence/tech-mahindra-launches-8-billion-parameter-hindi-first-education-llm-at-ai-impact-summit-article-13836970.html
Tech Mahindra,Watch,
Tech Mahindra,Advisory Alert:,
Tech Mahindra,Trending Topics,
Tech Mahindra,News,
Tech Mahindra,Markets,
Tech Mahindra,Personal Finance,
Tech Mahindra,Mutual Funds,
Tech Mahindra,Tools,
Tech Mahindra,Community,
Tech Mahindra,Network 18 Sites,
Tech Mahindra,Quick Links,
Tech Mahindra,You got30 Day’s Trialof,
